make,model,gen_start,gen_end,trim,tier,tier_name,top_engine,audio_brand,expected_parts,notes,cult
BMW,X5,2019,2025,xDrive50e,3,premium,3.0L Turbo + Electric,Harman Kardon,"Harman Kardon amp, PHEV modules, battery management, air suspension",PHEV,
BMW,X5,2019,2025,M50i,3,premium,4.4L Twin-Turbo V8,Bowers & Wilkins,"Bowers & Wilkins amp, V8 ECM, M Sport differential, adaptive M suspension, M brakes",Renamed M60i 2023+,
BMW,X5,2019,2025,X5 M,4,performance,4.4L Twin-Turbo V8,Bowers & Wilkins,"Bowers & Wilkins amp, S68 V8 ECM, M differential, M carbon brakes, adaptive M suspension",600+ hp,
Lincoln,MKZ,2013,2020,Premiere,2,mid,2.0L Turbo,,"SYNC, heated seats, power seats",,
Lincoln,MKZ,2013,2020,Select,2,mid,2.0L Turbo,,"Heated seats, nav possible",,
Lincoln,MKZ,2013,2020,Reserve,3,premium,3.0L Twin-Turbo V6,Revel,"Revel amp, heated/cooled seats, adaptive cruise, park assist, 360 camera",3.0L TT AWD is the money powertrain,
Lincoln,MKZ,2013,2020,Black Label,3,premium,3.0L Twin-Turbo V6,Revel Ultima,"Revel Ultima amp, Alcantara headliner, premium everything",,
Lincoln,MKS,2009,2016,Base,2,mid,3.7L V6,,"THX amp possible, heated/cooled seats",,
Lincoln,MKS,2009,2016,EcoBoost,3,premium,3.5L EcoBoost,THX,"THX amp, heated/cooled seats, nav, adaptive cruise, park assist",,
Lincoln,MKX,2016,2018,Premiere,2,mid,3.7L V6,,"SYNC, heated seats",Renamed Nautilus 2019,
Lincoln,MKX,2016,2018,Reserve,3,premium,2.7L EcoBoost,Revel,"Revel amp, heated/cooled seats, adaptive cruise, 360 camera",,
Lincoln,MKX,2016,2018,Black Label,3,premium,2.7L EcoBoost,Revel Ultima,"Revel Ultima amp, premium everything",,
Lincoln,Navigator,2018,2025,Standard,3,premium,3.5L EcoBoost,Revel,"Revel amp, heated/cooled seats, SYNC 3, adaptive cruise, 360 camera, power running boards",Base Navigator is still premium,
Lincoln,Navigator,2018,2025,Reserve,3,premium,3.5L EcoBoost,Revel,"Revel amp, heated/cooled seats, 30-way seats, adaptive cruise, 360 camera",,
Lincoln,Navigator,2018,2025,Black Label,3,premium,3.5L EcoBoost,Revel Ultima,"Revel Ultima 28-speaker amp, massage seats, power running boards, rear entertainment, head-up display",Ultimate luxury truck,
Cadillac,Escalade,2007,2014,Base,3,premium,6.2L V8,Bose,"Bose amp, heated/cooled seats, nav, magnetic ride, power liftgate, rear entertainment possible",All Escalades are premium,
Cadillac,Escalade,2007,2014,Platinum,3,premium,6.2L V8,Bose,"Bose amp, heated/cooled seats, nav, magnetic ride, power running boards, rear entertainment, 360 camera",,
Cadillac,Escalade,2015,2020,Standard,3,premium,6.2L V8,Bose,"Bose amp, heated/cooled seats, CUE, magnetic ride, power liftgate, surround vision",,
Cadillac,Escalade,2015,2020,Luxury,3,premium,6.2L V8,Bose,"Bose amp, heated/cooled seats, CUE, magnetic ride, power running boards, rear entertainment",,
Cadillac,Escalade,2015,2020,Premium Luxury,3,premium,6.2L V8,Bose,"Bose amp, heated/cooled/massage seats, CUE, magnetic ride, power running boards, rear entertainment, head-up display",,
Cadillac,Escalade,2015,2020,Platinum,3,premium,6.2L V8,Bose,"Bose amp, heated/cooled/massage seats, CUE, magnetic ride, power running boards, rear entertainment, head-up display, 360 camera",,
Cadillac,Escalade,2021,2025,Luxury,3,premium,6.2L V8,AKG,"AKG 36-speaker amp, 38in OLED display, Super Cruise, magnetic ride, air suspension, 360 camera",AKG Studio audio. 36 speakers.,
Cadillac,Escalade,2021,2025,Premium Luxury,3,premium,6.2L V8,AKG,"AKG 36-speaker amp, 38in OLED, Super Cruise, magnetic ride, air suspension, 360 camera, rear entertainment",,
Cadillac,Escalade,2021,2025,Sport,3,premium,6.2L V8,AKG,"AKG 36-speaker amp, 38in OLED, Super Cruise, magnetic ride, sport appearance",,
Cadillac,Escalade,2021,2025,V,4,performance,6.2L Supercharged V8,AKG,"AKG 36-speaker amp, supercharged ECM, 38in OLED, Super Cruise, magnetic ride, air suspension, Brembo brakes",682hp supercharged,
Buick,Enclave,2008,2017,Convenience,1,base,3.6L V6,,,,
Buick,Enclave,2008,2017,Leather,2,mid,3.6L V6,Bose,"Bose amp, heated seats, nav possible, rear camera",,
Buick,Enclave,2008,2017,Premium,3,premium,3.6L V6,Bose,"Bose amp, heated/cooled seats, nav, power liftgate, blind spot, adaptive cruise",,
Buick,Enclave,2018,2025,Preferred,1,base,3.6L V6,,,,
Buick,Enclave,2018,2025,Essence,2,mid,3.6L V6,Bose,"Bose amp, heated seats, power liftgate",,
Buick,Enclave,2018,2025,Premium,3,premium,3.6L V6,Bose,"Bose amp, heated/cooled seats, nav, adaptive cruise, 360 camera, power liftgate",,
Buick,Enclave,2018,2025,Avenir,3,premium,3.6L V6,Bose,"Bose amp, heated/cooled seats, nav, adaptive cruise, 360 camera, sport appearance, premium leather",Avenir is top Buick trim across lineup,
Buick,LaCrosse,2010,2016,Base,1,base,2.4L I4,,,,
Buick,LaCrosse,2010,2016,Leather,2,mid,3.6L V6,Bose,"Bose amp, heated seats, nav possible",,
Buick,LaCrosse,2010,2016,Premium,3,premium,3.6L V6,Bose,"Bose amp, heated/cooled seats, nav, adaptive cruise, magnetic ride, head-up display",,
Buick,LaCrosse,2017,2019,Preferred,1,base,2.5L I4,,,,
Buick,LaCrosse,2017,2019,Essence,2,mid,3.6L V6,Bose,"Bose amp, heated seats, nav",,
Buick,LaCrosse,2017,2019,Premium,3,premium,3.6L V6,Bose,"Bose amp, heated/cooled seats, adaptive cruise, head-up display, magnetic ride",,
Buick,LaCrosse,2017,2019,Avenir,3,premium,3.6L V6,Bose,"Bose amp, heated/cooled seats, magnetic ride, adaptive cruise, 360 camera",,
Lexus,RX 350,2010,2015,Base,2,mid,3.5L V6,,"Power seats, moonroof, leather",,
Lexus,RX 350,2010,2015,F Sport,3,premium,3.5L V6,Mark Levinson,"Mark Levinson amp, sport suspension, sport seats, nav",2013+,
Lexus,RX 350,2016,2022,Base,2,mid,3.5L V6,,"Lexus Safety System, power liftgate, leather",,
Lexus,RX 350,2016,2022,F Sport,3,premium,3.5L V6,Mark Levinson,"Mark Levinson amp, adaptive suspension, sport seats, nav, heads-up display, 360 camera",,
Lexus,RX 350,2023,2025,Standard,2,mid,2.4L Turbo,,"Lexus Safety System 3.0, 14in display",,
Lexus,RX 350,2023,2025,F Sport,3,premium,2.4L Turbo,Mark Levinson,"Mark Levinson amp, adaptive suspension, sport seats, head-up display, 360 camera",,
Lexus,RX 350,2023,2025,Luxury,3,premium,2.4L Turbo,Mark Levinson,"Mark Levinson amp, heated/ventilated seats, 360 camera, head-up display, panoramic moonroof",,
Lexus,RX 500h,2023,2025,F Sport Performance,4,performance,2.4L Turbo Hybrid,Mark Levinson,"Mark Levinson amp, performance hybrid ECM, adaptive suspension, sport brakes, 367hp",,
Lexus,IS,2006,2013,IS 250,2,mid,2.5L V6,,"Power seats, moonroof",,
Lexus,IS,2006,2013,IS 350,3,premium,3.5L V6,Mark Levinson,"Mark Levinson amp, sport seats, nav",,
Lexus,IS,2006,2013,IS F,4,performance,5.0L V8,Mark Levinson,"Mark Levinson amp, 2UR-GSE V8 ECM, Torsen LSD, Brembo brakes, sport suspension",416hp V8,
Lexus,IS,2014,2020,IS 200t,1,base,2.0L Turbo,,,,
Lexus,IS,2014,2020,IS 300,2,mid,3.5L V6,,"Lexus Safety, power seats",,
Lexus,IS,2014,2020,IS 350,3,premium,3.5L V6,Mark Levinson,"Mark Levinson amp, F Sport suspension, nav, heads-up display",,
Lexus,GS,2013,2020,GS 350,2,mid,3.5L V6,,"Lexus Safety, power seats, leather",,
Lexus,GS,2013,2020,GS 350 F Sport,3,premium,3.5L V6,Mark Levinson,"Mark Levinson amp, adaptive suspension, LSD, sport seats, nav",,
Lexus,GS,2013,2020,GS F,4,performance,5.0L V8,Mark Levinson,"Mark Levinson amp, 2UR-GSE V8 ECM, Torsen LSD, Brembo brakes, carbon fiber, adaptive suspension",467hp V8,
Infiniti,G37,2008,2013,Journey,2,mid,3.7L V6,,"Power seats, moonroof",,
Infiniti,G37,2008,2013,Sport,3,premium,3.7L V6,Bose,"Bose amp, sport suspension, sport brakes, LSD, nav",,
Infiniti,G37,2008,2013,IPL,4,performance,3.7L V6 (348hp),Bose,"Bose amp, tuned ECM, sport exhaust, sport suspension, sport brakes",,
Infiniti,Q50,2014,2025,Pure,1,base,3.0L Twin-Turbo V6,,,"2.0T early, then 3.0TT",
Infiniti,Q50,2014,2025,Luxe,2,mid,3.0L Twin-Turbo V6,Bose,"Bose amp, heated seats, nav, around view monitor",,
Infiniti,Q50,2014,2025,Sport,3,premium,3.0L Twin-Turbo V6,Bose,"Bose amp, sport suspension, sport brakes, DAS, nav",400hp,
Infiniti,Q50,2014,2025,Red Sport 400,4,performance,3.0L Twin-Turbo V6 (400hp),Bose,"Bose amp, 400hp ECM, sport suspension, sport brakes, sport exhaust",400hp twin-turbo,
Acura,TLX,2015,2020,Base,1,base,2.4L I4,,,,
Acura,TLX,2015,2020,Technology,2,mid,3.5L V6,,"AcuraWatch, nav, power seats, heated seats",,
Acura,TLX,2015,2020,A-Spec,3,premium,3.5L V6,ELS Studio,"ELS Studio amp, sport suspension, sport seats, sport exhaust tips",,
Acura,TLX,2015,2020,Advance,3,premium,3.5L V6,ELS Studio,"ELS Studio amp, heated/ventilated seats, adaptive cruise, AEB, rear entertainment",,
Acura,TLX,2021,2025,Base,2,mid,2.0L Turbo,,"AcuraWatch, 10.2in display",,
Acura,TLX,2021,2025,A-Spec,3,premium,2.0L Turbo,ELS Studio 3D,"ELS Studio 3D amp, sport suspension, sport seats, 360 camera possible",,
Acura,TLX,2021,2025,Advance,3,premium,2.0L Turbo,ELS Studio 3D,"ELS Studio 3D amp, heated/ventilated seats, adaptive dampers, head-up display, 360 camera",,
Acura,TLX,2021,2025,Type S,4,performance,3.0L Turbo V6,ELS Studio 3D,"ELS Studio 3D amp, Type S ECM, sport suspension, sport brakes, sport exhaust, LSD, 355hp",,
Acura,MDX,2014,2020,Base,2,mid,3.5L V6,,"AcuraWatch, power liftgate",,
Acura,MDX,2014,2020,Technology,2,mid,3.5L V6,ELS Studio,"ELS Studio amp, nav, heated seats, power liftgate",,
Acura,MDX,2014,2020,Advance,3,premium,3.5L V6,ELS Studio,"ELS Studio amp, heated/ventilated seats, rear entertainment, adaptive cruise, 360 camera",,
Acura,MDX,2022,2025,Base,2,mid,3.5L V6,,"AcuraWatch, 12.3in display",,
Acura,MDX,2022,2025,Technology,2,mid,3.5L V6,ELS Studio 3D,"ELS Studio 3D amp, heated seats, wireless charging",,
Acura,MDX,2022,2025,A-Spec,3,premium,3.5L V6,ELS Studio 3D,"ELS Studio 3D amp, sport appearance, heated/ventilated seats",,
Acura,MDX,2022,2025,Advance,3,premium,3.5L V6,ELS Studio 3D,"ELS Studio 3D amp, heated/ventilated seats, 360 camera, parking sensors, rear entertainment",,
Acura,MDX,2022,2025,Type S,4,performance,3.0L Turbo V6,ELS Studio 3D,"ELS Studio 3D amp, Type S ECM, sport suspension, sport brakes, Brembo, 355hp",,
Subaru,Outback,2010,2014,2.5i,1,base,2.5L H4,,,,
Subaru,Outback,2010,2014,2.5i Premium,2,mid,2.5L H4,,"Heated seats, moonroof, power seats",,
Subaru,Outback,2010,2014,2.5i Limited,3,premium,2.5L H4,Harman Kardon,"Harman Kardon amp, heated leather seats, nav, moonroof, auto-dim mirror",,
Subaru,Outback,2010,2014,3.6R Limited,3,premium,3.6L H6,Harman Kardon,"Harman Kardon amp, H6 ECM, heated leather seats, nav",H6 is the money engine,
Subaru,Outback,2015,2019,2.5i,1,base,2.5L H4,,,,
Subaru,Outback,2015,2019,2.5i Premium,2,mid,2.5L H4,,"EyeSight, heated seats, moonroof",,
Subaru,Outback,2015,2019,2.5i Limited,3,premium,2.5L H4,Harman Kardon,"Harman Kardon amp, heated leather seats, nav, EyeSight, power liftgate",,
Subaru,Outback,2015,2019,3.6R Touring,3,premium,3.6L H6,Harman Kardon,"Harman Kardon amp, H6 ECM, heated leather seats, nav, EyeSight",,
Subaru,Outback,2020,2025,Base,1,base,2.5L H4,,,,
Subaru,Outback,2020,2025,Premium,2,mid,2.5L H4,,"EyeSight, heated seats, 11.6in display",,
Subaru,Outback,2020,2025,Limited,3,premium,2.5L H4,Harman Kardon,"Harman Kardon amp, heated leather seats, nav, EyeSight, power liftgate",,
Subaru,Outback,2020,2025,Touring,3,premium,2.5L H4,Harman Kardon,"Harman Kardon amp, heated/ventilated seats, rain-sensing wipers, nav",,
Subaru,Outback,2020,2025,XT,3,premium,2.4L Turbo H4,Harman Kardon,"Harman Kardon amp, turbo ECM, heated leather seats possible",Turbo is the money engine now,
Subaru,Outback,2020,2025,Wilderness,2,mid,2.4L Turbo H4,,"Off-road suspension, skid plates, all-terrain tires, X-Mode",,
Subaru,WRX,2008,2014,Base,2,mid,2.5L Turbo H4,,"Sport seats, turbo ECM",,
Subaru,WRX,2008,2014,STI,4,performance,2.5L Turbo H4 (305hp),,"STI ECM, DCCD AWD, Brembo brakes, 6-speed, sport suspension",EJ257 turbo,
Subaru,WRX,2015,2021,Base,2,mid,2.0L Turbo H4,,"Sport seats, turbo ECM",FA20 engine,
Subaru,WRX,2015,2021,Premium,2,mid,2.0L Turbo H4,,"Moonroof, heated seats",,
Subaru,WRX,2015,2021,Limited,3,premium,2.0L Turbo H4,Harman Kardon,"Harman Kardon amp, heated leather seats, nav, auto-dim mirror",,
Subaru,WRX,2015,2021,STI,4,performance,2.5L Turbo H4 (310hp),Harman Kardon,"Harman Kardon amp possible, STI ECM, DCCD AWD, Brembo brakes, 6-speed, STI suspension",EJ257 turbo. Last EJ.,
Mercedes-Benz,C-Class,2008,2014,C300,2,mid,3.0L V6,,"Power seats, Comand nav possible",,
Mercedes-Benz,C-Class,2008,2014,C350,3,premium,3.5L V6,Harman Kardon,"Harman Kardon amp, heated seats, nav, moonroof",,
Mercedes-Benz,C-Class,2008,2014,C63 AMG,4,performance,6.2L V8,Harman Kardon,"Harman Kardon amp, M156 V8 ECM, AMG suspension, Brembo brakes, LSD",451-510hp V8,
Mercedes-Benz,C-Class,2015,2021,C300,2,mid,2.0L Turbo,,"COMAND/MBUX, power seats",,
Mercedes-Benz,C-Class,2015,2021,C43 AMG,3,premium,3.0L Twin-Turbo V6,Burmester,"Burmester amp, AMG ECM, AMG suspension, AMG brakes, sport exhaust",,
Mercedes-Benz,C-Class,2015,2021,C63 AMG,4,performance,4.0L Twin-Turbo V8,Burmester,"Burmester amp, M177 V8 ECM, AMG suspension, AMG carbon brakes possible, LSD, sport exhaust",469-503hp,
Mercedes-Benz,E-Class,2010,2016,E350,2,mid,3.5L V6,,"COMAND, power seats, heated seats",,
Mercedes-Benz,E-Class,2010,2016,E550,3,premium,4.7L Twin-Turbo V8,Harman Kardon,"Harman Kardon amp, V8 ECM, air suspension possible, heated/cooled seats",,
Mercedes-Benz,E-Class,2010,2016,E63 AMG,4,performance,5.5L Twin-Turbo V8,Harman Kardon,"Harman Kardon amp, M157 V8 ECM, AMG suspension, AMG brakes, LSD",550-577hp,
Mercedes-Benz,E-Class,2017,2023,E300,2,mid,2.0L Turbo,,"MBUX, power seats",,
Mercedes-Benz,E-Class,2017,2023,E450,3,premium,3.0L Turbo I6,Burmester,"Burmester amp, heated/cooled seats, MBUX, air suspension possible",,
Mercedes-Benz,E-Class,2017,2023,E53 AMG,3,premium,3.0L Turbo I6 + EQ Boost,Burmester,"Burmester amp, AMG ECM, AMG suspension, AMG brakes, sport exhaust",429hp,
Mercedes-Benz,E-Class,2017,2023,E63 AMG,4,performance,4.0L Twin-Turbo V8,Burmester,"Burmester amp, M177 V8 ECM, AMG suspension, AMG carbon brakes, electronic LSD, drift mode (S)",603hp,
Mercedes-Benz,ML,2006,2011,ML350,2,mid,3.5L V6,,"COMAND possible, power seats",,
Mercedes-Benz,ML,2006,2011,ML550,3,premium,5.5L V8,Harman Kardon,"Harman Kardon amp, V8 ECM, airmatic, heated/cooled seats",,
Mercedes-Benz,ML,2006,2011,ML63 AMG,4,performance,6.2L V8,Harman Kardon,"Harman Kardon amp, M156 V8 ECM, AMG suspension, AMG brakes",503hp,
Mercedes-Benz,GLE,2016,2019,GLE350,2,mid,3.5L V6,,"COMAND, power seats, heated seats",,
Mercedes-Benz,GLE,2016,2019,GLE450 AMG,3,premium,3.0L Twin-Turbo V6,Harman Kardon,"Harman Kardon amp, AMG suspension, heated/cooled seats",,
Mercedes-Benz,GLE,2016,2019,GLE63 AMG,4,performance,5.5L Twin-Turbo V8,Harman Kardon,"Harman Kardon amp, M157 V8 ECM, AMG suspension, AMG brakes",577hp S model,
Mercedes-Benz,GLE,2020,2025,GLE350,2,mid,2.0L Turbo,,"MBUX, power seats",,
Mercedes-Benz,GLE,2020,2025,GLE450,3,premium,3.0L Turbo I6 + EQ Boost,Burmester,"Burmester amp, heated/cooled seats, MBUX, air suspension possible",,
Mercedes-Benz,GLE,2020,2025,GLE53 AMG,3,premium,3.0L Turbo I6 + EQ Boost,Burmester,"Burmester amp, AMG ECM, AMG suspension, AMG brakes",,
Mercedes-Benz,GLE,2020,2025,GLE63 AMG,4,performance,4.0L Twin-Turbo V8,Burmester,"Burmester amp, M177 V8 ECM, AMG suspension, AMG carbon brakes, e-LSD",603hp S model,
Volkswagen,Jetta,2011,2018,S,1,base,2.0L I4,,,,
Volkswagen,Jetta,2011,2018,SE,2,mid,1.4L Turbo,,"Heated seats, moonroof possible",,
Volkswagen,Jetta,2011,2018,SEL,3,premium,1.8L Turbo,Fender,"Fender amp, heated leather seats, nav, moonroof, blind spot",,
Volkswagen,Jetta,2011,2018,GLI,4,performance,2.0L Turbo,Fender,"Fender amp, GLI ECM, sport suspension, sport brakes, LSD (late), sport exhaust",,
Volkswagen,Jetta,2019,2025,S,1,base,1.5L Turbo,,,,
Volkswagen,Jetta,2019,2025,SE,2,mid,1.5L Turbo,,"Heated seats, Digital Cockpit possible",,
Volkswagen,Jetta,2019,2025,SEL,3,premium,1.5L Turbo,Beats,"Beats amp, heated leather seats, Digital Cockpit, moonroof",Beats audio replaces Fender on Jetta,
Volkswagen,Jetta,2019,2025,GLI,4,performance,2.0L Turbo,Beats,"Beats amp, GLI ECM, sport suspension, VAQ LSD, sport brakes, DCC possible",,
Volkswagen,Tiguan,2018,2025,S,1,base,2.0L Turbo,,,,
Volkswagen,Tiguan,2018,2025,SE,2,mid,2.0L Turbo,,"Heated seats, Digital Cockpit",,
Volkswagen,Tiguan,2018,2025,SEL,3,premium,2.0L Turbo,Fender,"Fender amp, heated leather seats, park assist, Digital Cockpit Pro, power liftgate",,
Volkswagen,Tiguan,2018,2025,SEL R-Line,3,premium,2.0L Turbo,Harman Kardon,"Harman Kardon amp (2024+), heated/ventilated seats, head-up display, 360 camera",2024 refresh,
Volkswagen,Atlas,2018,2025,S,1,base,2.0L Turbo,,,,
Volkswagen,Atlas,2018,2025,SE,2,mid,3.6L V6,,"Heated seats, power liftgate",,
Volkswagen,Atlas,2018,2025,SEL,3,premium,3.6L V6,Fender,"Fender amp, heated/ventilated seats, Digital Cockpit, park assist, 360 camera",,
Volkswagen,Atlas,2018,2025,SEL Premium,3,premium,3.6L V6,Fender,"Fender amp, heated/ventilated seats, adaptive cruise, 360 camera, rain-sensing wipers",,
Mazda,Mazda3,2014,2018,Sport,1,base,2.0L I4,,,,
Mazda,Mazda3,2014,2018,Touring,2,mid,2.5L I4,,"Heated seats, moonroof, Bose possible",,
Mazda,Mazda3,2014,2018,Grand Touring,3,premium,2.5L I4,Bose,"Bose amp, heated leather seats, nav, heads-up display, adaptive cruise",,
Mazda,Mazda3,2019,2025,Base,1,base,2.5L I4,,,,
Mazda,Mazda3,2019,2025,Select,2,mid,2.5L I4,,"Heated seats, blind spot",,
Mazda,Mazda3,2019,2025,Premium,3,premium,2.5L I4,Bose,"Bose amp, heated leather seats, nav, heads-up display, adaptive cruise",,
Mazda,Mazda3,2019,2025,Turbo,4,performance,2.5L Turbo I4,Bose,"Bose amp, turbo ECM, heated leather seats, all premium features, 250hp",,
Mazda,CX-5,2017,2025,Sport,1,base,2.5L I4,,,,
Mazda,CX-5,2017,2025,Touring,2,mid,2.5L I4,,"Heated seats, blind spot, power liftgate",,
Mazda,CX-5,2017,2025,Grand Touring,3,premium,2.5L I4,Bose,"Bose amp, heated/ventilated seats, nav, heads-up display, power liftgate",,
Mazda,CX-5,2017,2025,Signature,3,premium,2.5L Turbo,Bose,"Bose amp, turbo ECM, Nappa leather, heated/ventilated seats, nav, heads-up display",2019+. Turbo is premium engine.,
Mazda,CX-5,2017,2025,Turbo,3,premium,2.5L Turbo,Bose,"Bose amp, turbo ECM, heated leather seats, Bose",2021+,
Mazda,CX-9,2016,2023,Sport,1,base,2.5L Turbo,,,All CX-9 have turbo,
Mazda,CX-9,2016,2023,Touring,2,mid,2.5L Turbo,,"Heated seats, blind spot, power liftgate",,
Mazda,CX-9,2016,2023,Grand Touring,3,premium,2.5L Turbo,Bose,"Bose amp, heated/ventilated seats, nav, heads-up display, 360 camera",,
Mazda,CX-9,2016,2023,Signature,3,premium,2.5L Turbo,Bose,"Bose amp, Nappa leather, heated/ventilated seats, nav, heads-up display",,
Audi,A4,2005,2008,2.0T,2,mid,2.0L Turbo I4,Bose,"Bose amp possible, turbo ECM, power seats",,
Audi,A4,2005,2008,3.2,3,premium,3.2L V6,Bose,"Bose amp, V6 ECM, heated seats, nav possible",V6 is premium,
Audi,A4,2005,2008,S4,4,performance,4.2L V8,Bose,"Bose amp, 4.2L V8 ECM, sport suspension, sport diff, Recaro seats possible",BBK V8. Timing chain issues = lots at yards.,CULT
Audi,A4,2009,2016,Premium,2,mid,2.0L Turbo I4,,"Power seats, MMI, heated seats",,
Audi,A4,2009,2016,Premium Plus,3,premium,2.0L Turbo I4,Bang & Olufsen,"B&O amp, heated seats, nav, blind spot, parking sensors, auto-dim mirrors",,
Audi,A4,2009,2016,Prestige,3,premium,2.0L Turbo I4,Bang & Olufsen,"B&O amp, heated seats, nav, adaptive cruise, heads-up display (late), LED headlights",,
Audi,A4,2009,2016,S4,4,performance,3.0L Supercharged V6,Bang & Olufsen,"B&O amp, supercharged V6 ECM, sport differential, DRC suspension, sport exhaust, Alcantara",333hp. Supercharged 3.0T is the money engine.,CULT
Audi,A4,2017,2025,Premium,2,mid,2.0L Turbo I4,,"Virtual Cockpit possible, power seats, heated seats",,
Audi,A4,2017,2025,Premium Plus,3,premium,2.0L Turbo I4,Bang & Olufsen,"B&O 3D amp, Virtual Cockpit, nav, blind spot, parking sensors, wireless charging",,
Audi,A4,2017,2025,Prestige,3,premium,2.0L Turbo I4,Bang & Olufsen,"B&O 3D amp, Virtual Cockpit, nav, adaptive cruise, heads-up display, matrix LED headlights",,
Audi,A4,2017,2025,S4,4,performance,3.0L Turbo V6,Bang & Olufsen,"B&O 3D amp, turbo V6 ECM, sport differential, adaptive suspension, sport exhaust",349hp. EA839 engine.,CULT
Audi,A6,2012,2018,Premium,2,mid,2.0L Turbo I4,,"Power seats, MMI, heated seats",,
Audi,A6,2012,2018,Premium Plus,3,premium,3.0L Supercharged V6,Bose,"Bose amp, supercharged V6 ECM, heated seats, nav, blind spot, LED headlights",,
Audi,A6,2012,2018,Prestige,3,premium,3.0L Supercharged V6,Bose,"Bose amp, heated/cooled seats, nav, adaptive cruise, heads-up display, night vision possible",,
Audi,A6,2012,2018,S6,4,performance,4.0L Twin-Turbo V8,Bose,"Bose amp, V8 ECM, sport differential, adaptive air suspension, sport exhaust, ceramic brakes possible",450hp twin-turbo V8,CULT
Audi,A6,2019,2025,Premium,2,mid,2.0L Turbo I4,,"Dual MMI screens, power seats",,
Audi,A6,2019,2025,Premium Plus,3,premium,3.0L Turbo V6,Bang & Olufsen,"B&O 3D amp, Virtual Cockpit Plus, nav, 360 camera, heated/ventilated seats",,
Audi,A6,2019,2025,Prestige,3,premium,3.0L Turbo V6,Bang & Olufsen,"B&O 3D amp, Virtual Cockpit Plus, nav, adaptive cruise, heads-up display, matrix LED",,
Audi,A6,2019,2025,S6,4,performance,2.9L Twin-Turbo V6,Bang & Olufsen,"B&O 3D amp, twin-turbo V6 ECM, sport differential, adaptive air suspension, sport exhaust",444hp,CULT
Audi,A6,2019,2025,RS6 Avant,4,performance,4.0L Twin-Turbo V8,Bang & Olufsen,"B&O 3D amp, V8 ECM, sport differential, adaptive air suspension, ceramic brakes, sport exhaust, carbon fiber",591hp. Ultra rare wagon. Parts worth a fortune.,CULT
Audi,Q5,2009,2017,Premium,2,mid,2.0L Turbo I4,,"Power seats, heated seats, panoramic moonroof",,
Audi,Q5,2009,2017,Premium Plus,3,premium,3.0L Supercharged V6,Bose,"Bose amp, heated seats, nav, parking sensors, auto-dim mirrors",,
Audi,Q5,2009,2017,Prestige,3,premium,3.0L Supercharged V6,Bang & Olufsen,"B&O amp, heated seats, nav, adaptive cruise, LED headlights",,
Audi,Q5,2009,2017,SQ5,4,performance,3.0L Supercharged V6 (354hp),Bang & Olufsen,"B&O amp, supercharged ECM, sport suspension, sport brakes, sport exhaust, sport differential",2014+,CULT
Audi,Q5,2018,2025,Premium,2,mid,2.0L Turbo I4,,"Virtual Cockpit possible, power seats, heated seats",,
Audi,Q5,2018,2025,Premium Plus,3,premium,2.0L Turbo I4,Bang & Olufsen,"B&O amp, Virtual Cockpit, nav, 360 camera, parking sensors",,
Audi,Q5,2018,2025,Prestige,3,premium,2.0L Turbo I4,Bang & Olufsen,"B&O 3D amp, Virtual Cockpit, nav, adaptive cruise, heads-up display",,
Audi,Q5,2018,2025,SQ5,4,performance,3.0L Turbo V6,Bang & Olufsen,"B&O 3D amp, V6 ECM, sport differential, adaptive suspension, sport exhaust, sport brakes",349hp,CULT
Audi,Q7,2007,2015,Premium,2,mid,3.6L V6,,"Power seats, heated seats, panoramic moonroof",,
Audi,Q7,2007,2015,Premium Plus,3,premium,3.0L Supercharged V6,Bose,"Bose amp, heated seats, nav, parking sensors, blind spot",Supercharged 3.0T from 2011+,
Audi,Q7,2007,2015,Prestige,3,premium,3.0L Supercharged V6,Bose,"Bose amp, heated/cooled seats, nav, adaptive cruise, rear entertainment, adaptive air suspension",,
Audi,Q7,2017,2025,Premium,2,mid,2.0L Turbo I4,,"Virtual Cockpit, power seats, heated seats",,
Audi,Q7,2017,2025,Premium Plus,3,premium,3.0L Turbo V6,Bose,"Bose amp, Virtual Cockpit, nav, 360 camera, blind spot, parking sensors",,
Audi,Q7,2017,2025,Prestige,3,premium,3.0L Turbo V6,Bang & Olufsen,"B&O 3D amp, Virtual Cockpit, nav, adaptive cruise, heads-up display, matrix LED, air suspension",,
Audi,Q7,2017,2025,SQ7,4,performance,4.0L Twin-Turbo V8,Bang & Olufsen,"B&O 3D amp, V8 ECM, sport differential, adaptive air suspension, sport exhaust, sport brakes",500hp. 2021+,CULT
Audi,A5,2008,2016,Premium,2,mid,2.0L Turbo I4,,"Power seats, heated seats, MMI",,
Audi,A5,2008,2016,Premium Plus,3,premium,2.0L Turbo I4,Bang & Olufsen,"B&O amp, heated seats, nav, blind spot, parking sensors",,
Audi,A5,2008,2016,S5,4,performance,3.0L Supercharged V6,Bang & Olufsen,"B&O amp, supercharged V6 ECM, sport differential, sport exhaust, sport suspension",333hp. 4.2L V8 pre-2010.,CULT
Audi,A5,2008,2016,RS5,4,performance,4.2L V8,Bang & Olufsen,"B&O amp, 4.2L V8 ECM (450hp), sport differential, ceramic brakes optional, sport exhaust, carbon fiber",2013-2015. Naturally aspirated V8. Incredible sound.,CULT
